web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739056715-387","https://sn.coinafrique.com/categorie/chiens?page=5","Bulldog français","https://sn.coinafrique.com/annonce/chiens/bulldog-francais-3740584","Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739056718-388","https://sn.coinafrique.com/categorie/chiens?page=5","Yorkshire toy terrier","https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-terrier-3740585","Yorkshire toy terrier","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3740585_uploaded_image1_1655145883.jpg"
"1739056721-389","https://sn.coinafrique.com/categorie/chiens?page=5","Chiuawa toy","https://sn.coinafrique.com/annonce/chiens/chiuawa-toy-3740587","Chiuawa toy","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3740587_uploaded_image1_1655145956.jpg"
"1739056723-390","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Pittbull","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3742171","Chiot Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739056726-391","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pittbull","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-3742224","Chiots Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739056728-392","https://sn.coinafrique.com/categorie/chiens?page=5","Caniche Bichon","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3745475","Caniche Bichon","275 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3745475_uploaded_image1_1655394522.jpg"
"1739056731-393","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3756515","Chiot Labrador","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1739056733-394","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Boerboel","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-3757511","Chiots Boerboel","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg"
"1739056736-395","https://sn.coinafrique.com/categorie/chiens?page=5","Husky de Sibérie","https://sn.coinafrique.com/annonce/chiens/husky-de-siberie-3760923","Husky de Sibérie","350 000 CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3760923_uploaded_image1_1656352716.jpg"
"1739056738-396","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots métissés berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-metisses-berger-allemand-3763206","Chiots métissés berger allemand","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3763206_uploaded_image1_1656503598.jpg"
"1739056741-397","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3764064","Chiot","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056743-398","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3765560","Chiot pitbull","125 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3765560_uploaded_image1_1656635723.jpg"
"1739056746-399","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3778149","Chiot bichon maltais","150 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778149_uploaded_image1_1657302373.jpg"
"1739056749-400","https://sn.coinafrique.com/categorie/chiens?page=5","Pitbull","https://sn.coinafrique.com/annonce/chiens/pitbull-3782217","Pitbull","200 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3782217_uploaded_image1_1657654646.jpg"
"1739056752-401","https://sn.coinafrique.com/categorie/chiens?page=5","Pit Bull","https://sn.coinafrique.com/annonce/chiens/pit-bull-3783830","Pit Bull","200 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3807116_uploaded_image1_1659270891.jpg"
"1739056756-402","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bulldog français","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-francais-3788228","Chiots bulldog français","700 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788228_uploaded_image1_1658070642.jpg"
"1739056758-403","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3795668","Chiots","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056761-404","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens","https://sn.coinafrique.com/annonce/chiens/chiens-3796612","Chiens","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739056763-405","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots métisses","https://sn.coinafrique.com/annonce/chiens/chiots-metisses-3796617","Chiots métisses","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3798734_uploaded_image1_1658755588.jpg"
"1739056766-406","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3798734","Chiot","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056768-407","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Samoyede","https://sn.coinafrique.com/annonce/chiens/chiot-samoyede-3799036","Chiot Samoyede","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3799036_uploaded_image1_1658767159.jpg"
"1739056771-408","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Husky","https://sn.coinafrique.com/annonce/chiens/chienne-husky-3804084","Chienne Husky","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3804084_uploaded_image1_1659043627.jpg"
"1739056774-409","https://sn.coinafrique.com/categorie/chiens?page=5","Pit bull terrier","https://sn.coinafrique.com/annonce/chiens/pit-bull-terrier-3807116","Pit bull terrier","100 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3807116_uploaded_image1_1659270891.jpg"
"1739056780-410","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3807360","Chiot Berger Allemand","200 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_3858177_uploaded_image1_1662077390.jpg"
"1739056783-411","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3812064","Chiot bichon","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1739056786-412","https://sn.coinafrique.com/categorie/chiens?page=5","Husky Sibérien","https://sn.coinafrique.com/annonce/chiens/husky-siberien-3826391","Husky Sibérien","600 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_3826391_uploaded_image1_1660255503.jpg"
"1739056789-413","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3828001","Chiot Husky","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3842536_uploaded_image1_1661251974.jpg"
"1739056791-414","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot pittbull mâle","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-male-3828012","Chiot pittbull mâle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1739056794-415","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3830263","Chiots Bichons Maltais","360 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1739056796-416","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3832175","Chiots","150 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028791_uploaded_image1_1730840222.jpg"
"1739056799-417","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot   Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3833288","Chiot   Bichon","210 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg"
"1739056801-418","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3833295","Chiot  Husky","390 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3833295_uploaded_image1_1660690344.jpg"
"1739056804-419","https://sn.coinafrique.com/categorie/chiens?page=5","Pitbull","https://sn.coinafrique.com/annonce/chiens/pitbull-3834863","Pitbull","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739056806-420","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3834868","Chiot pitbull","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739056809-421","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3842536","Chiot Husky","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3842536_uploaded_image1_1661251974.jpg"
"1739056811-422","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-3847815","Chiots Berger Malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739056813-423","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3858177","Chiot berger allemand","150 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_3858177_uploaded_image1_1662077390.jpg"
"1739056816-424","https://sn.coinafrique.com/categorie/chiens?page=5","Caniche bichon","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3861980","Caniche bichon","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3861980_uploaded_image1_1662259844.jpg"
"1739056818-425","https://sn.coinafrique.com/categorie/chiens?page=5","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3865643","Bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056821-426","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3865651","Chiot berger","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1739056823-427","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3867595","Chiot malinois","250 000 CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3867595_uploaded_image2_1662560517.jpeg"
"1739056825-428","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Cane Corso","https://sn.coinafrique.com/annonce/chiens/chienne-cane-corso-3867600","Chienne Cane Corso","400 000 CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3867600_uploaded_image1_1662560691.jpg"
"1739056828-429","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Yorkshire Toy","https://sn.coinafrique.com/annonce/chiens/chiot-yorkshire-toy-3868293","Chiot Yorkshire Toy","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3868293_uploaded_image1_1662590348.jpg"
"1739056830-430","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Malinois femelle","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-femelle-3874592","Chiot Berger Malinois femelle","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3874592_uploaded_image1_1662985359.jpg"
"1739056833-431","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot femelle boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-boerboel-3874975","Chiot femelle boerboel","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739056835-432","https://sn.coinafrique.com/categorie/chiens?page=5","Berger malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3881831","Berger malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739056838-433","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3890175","Chiots Berger Allemand","150 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3890175_uploaded_image1_1663943837.jpg"
"1739056840-434","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bulldogs français","https://sn.coinafrique.com/annonce/chiens/chiots-bulldogs-francais-3893728","Chiots Bulldogs français","500 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893742_uploaded_image1_1664199903.jpg"
"1739056842-435","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bulldogs français","https://sn.coinafrique.com/annonce/chiens/chiots-bulldogs-francais-3893742","Chiots Bulldogs français","500 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893742_uploaded_image1_1664199903.jpg"
"1739056845-436","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pinschers toy","https://sn.coinafrique.com/annonce/chiens/chiots-pinschers-toy-3893750","Chiots Pinschers toy","400 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893750_uploaded_image1_1664200070.jpg"
"1739056847-437","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3895930","Chiots  Berger Allemand","135 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056850-438","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3897557","Chiots  Bichon","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056852-439","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots métisse malinois et berger belge","https://sn.coinafrique.com/annonce/chiens/chiots-metisse-malinois-et-berger-belge-3899662","Chiots métisse malinois et berger belge","120 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg"
"1739056855-440","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3900127","Chien Berger Allemand","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4172538_uploaded_image1_1681227060.jpg"
"1739056857-441","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Rottweilers","https://sn.coinafrique.com/annonce/chiens/chiots-rottweilers-3905906","Chiots Rottweilers","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3905906_uploaded_image1_1664894472.jpg"
"1739056860-442","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger allemand mâle","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3910219","Chiot berger allemand mâle","200 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739056862-443","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Béninois Marocain","https://sn.coinafrique.com/annonce/chiens/chiot-beninois-marocain-3917424","Chiot Béninois Marocain","150 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3917424_uploaded_image1_1665594964.jpg"
"1739056865-444","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3919086","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739056867-445","https://sn.coinafrique.com/categorie/chiens?page=5","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3936588","Bichon maltais","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1739056869-446","https://sn.coinafrique.com/categorie/chiens?page=5","Bergers Belges Malinois","https://sn.coinafrique.com/annonce/chiens/bergers-belges-malinois-3939343","Bergers Belges Malinois","200 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3939343_uploaded_image1_1666955832.jpg"
"1739056875-447","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3940749","Chiots  Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056880-448","https://sn.coinafrique.com/categorie/chiens?page=5","Mâle Boerbull","https://sn.coinafrique.com/annonce/chiens/male-boerbull-3950528","Mâle Boerbull","600 000 CFA","Pikine, Sénégal",""
"1739056889-449","https://sn.coinafrique.com/categorie/chiens?page=5","Femelle Husky","https://sn.coinafrique.com/annonce/chiens/femelle-husky-3950534","Femelle Husky","500 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3950534_uploaded_image1_1667574665.jpg"
"1739056895-450","https://sn.coinafrique.com/categorie/chiens?page=5","Berger Malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3961680","Berger Malinois","1 200 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg"
"1739056899-451","https://sn.coinafrique.com/categorie/chiens?page=5","Berger Malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3961682","Berger Malinois","1 200 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg"
"1739056901-452","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3962314","Chiots","250 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg"
"1739056904-453","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3975894","Chiot Bichon Maltais","120 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3975894_uploaded_image1_1669133398.jpg"
"1739056907-454","https://sn.coinafrique.com/categorie/chiens?page=5","Femelle Berger Allemand","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-3989786","Femelle Berger Allemand","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532817_uploaded_image1_1704659367.jpg"
"1739056909-455","https://sn.coinafrique.com/categorie/chiens?page=5","Mâle Pitbull","https://sn.coinafrique.com/annonce/chiens/male-pitbull-3997099","Mâle Pitbull","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1739056912-456","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4005622","Chiot Berger Allemand","150 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005622_uploaded_image1_1670861007.jpg"
"1739056914-457","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4018249","Chiot Husky","200 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg"
"1739056917-458","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Husky","https://sn.coinafrique.com/annonce/chiens/chiots-husky-4023358","Chiots Husky","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg"
"1739056919-459","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4025445","Chiot Bichon","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056922-460","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4025449","Chiots Bichons","30 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056924-461","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-4027584","Chiots bichon","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056926-462","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots cane corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4034427","Chiots cane corso","350 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4034427_uploaded_image1_1672853648.jpg"
"1739056929-463","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041795","Chiots bichons","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056931-464","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041802","Chiots Bichons","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056934-465","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4044025","Chiots Berger Allemand","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056941-466","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4047402","Chiots berger allemand","180 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739056943-467","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4048333","Chiots Bichons","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056946-468","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4048503","Chiot Bichon","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739056952-469","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-4051242","Chiot Rottweiller","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4051242_uploaded_image1_1673810971.jpg"
"1739056955-470","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bulldog français","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-francais-4056315","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739056957-471","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4057130","Chiots bergers allemands","160 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056960-472","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Golden Retriever","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-4059349","Chiot Golden Retriever","650 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059349_uploaded_image1_1674300377.jpg"
"1739056963-473","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot husky sibérien","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-4063809","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1739056967-474","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4070065","Chiots Pitbull","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739056970-475","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4077248","Chiots Bichons","130 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739056973-476","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4078372","Chiots Pitbull","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739056975-477","https://sn.coinafrique.com/categorie/chiens?page=4","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4080591","Chien berger allemand","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739056978-478","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4085335","Chiot berger malinois","700 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739056981-479","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Spitz Nain Pomeranien","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-pomeranien-4105901","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
